財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
8002,2025/03,9201974000000,3768633000000,3629236000000,2435272000000,516251000000,2018759000000,2188,39.4
8005,2025/03,56032000000,36470000000,35180000000,22019000000,-,-,1059.75,65.1
8006,2025/03,64314000000,39310000000,33668000000,23636000000,2023000000,30000000,8811.9,60.5
8007,2025/03,60044000000,23924000000,21540000000,17044000000,4880000000,5162000000,1402.07,39.8
8008,2025/02,66494000000,38935000000,33706000000,30153000000,4900000000,8000000000,1812.82,58.5
8011,2025/02,57017000000,39301000000,34306000000,14032000000,-,3790000000,3681.75,68.9
8012,2025/03,808143000000,406459000000,311712000000,312244000000,42310000000,53454000000,3679.08,49.4
8013,2025/01,11888000000,6562000000,4849000000,-517000000,1146000000,463000000,805.14,55.2
8014,2025/03,146076000000,92101000000,84101000000,76071000000,1384000000,-,3733.19,63
8015,2025/03,7057462000000,2745843000000,2624267000000,2080992000000,565183000000,1288631000000,2485.89,37.2
8016,2025/02,179218000000,84287000000,84206000000,24515000000,22518000000,21268000000,620.43,47
8018,2025/03,69823000000,51178000000,33147000000,27567000000,2820000000,1361000000,1329.9,72.8
8020,2025/03,689337000000,188128000000,173942000000,123009000000,77250000000,101650000000,2092.93,25.2
8022,2025/03,218479000000,157121000000,139311000000,83118000000,2056000000,7608000000,2037.41,71.6
8023,2025/03,26840000000,12720000000,11399308000,10057501000,2070000000,-,997.9,47.2
8025,2025/03,28898000000,14054000000,9864517000,6362988000,4894768000,1087373000,3483.01,48.6
8028,2023/02,1651095000000,680004000000,681551000000,396111000000,31827000000,23604000000,1346.71,41.3
8029,2024/12,61410000000,37776000000,30187000000,22638000000,445000000,7559000000,5083.55,61.5
8030,2025/03,74760000000,33811000000,25319000000,23007000000,3525000000,13614000000,8020.52,42.9
8031,2025/03,16811509000000,7762632000000,7546615000000,5801064000000,-,-,2626.05,44.9
8032,2025/03,392234000000,145565000000,114900000000,103583000000,47572000000,11980000000,1087.7,34.2
8035,2025/03,2625981000000,1855209000000,1639195000000,1783881000000,-,-,4016.34,70.1
8037,2024/03,324610000000,159067000000,136413000000,125147000000,46309000000,7183000000,4494.21,46.5
8038,2024/03,40247000000,26928000000,23454000000,20253000000,2238000000,2538000000,6861.52,66.9
8039,2025/03,16602000000,6537000000,5934000000,2985000000,2339000000,2580000000,2946,39.4
8040,2024/12,14300967000,10163313000,9416733000,2180962000,-,587280000,2952.78,71.1
8041,2025/03,90270000000,35555000000,32570000000,20384000000,15455000000,4917000000,6585.59,39.4
8043,2025/03,171916000000,88747000000,85104000000,61012000000,7204000000,20691000000,1518.56,51.6
8045,2025/03,25279000000,17429000000,9889556000,8745102000,600000000,-,2729.07,68.7
8046,2025/03,43969000000,30926000000,29918000000,22097000000,500000000,-,8640.73,70.3
8050,2025/03,369236000000,158014000000,114039000000,98164000000,50547000000,33996000000,3818.62,42.2
8051,2025/03,292265000000,127933000000,110977000000,107455000000,33000000,47000000,1480.99,43.3
8052,2025/03,100672000000,44017000000,36134000000,32688000000,-,-,2382.12,43.4
8053,2025/03,11631161000000,4885558000000,4648462000000,3297698000000,580054000000,2674690000000,3841.68,40
8056,2025/03,330876000000,171297000000,169050000000,151107000000,9467000000,11262000000,1721.8,51.1
8057,2024/07,150644000000,64424000000,52766000000,49123000000,2130000000,-,6519.59,42.6
8058,2025/03,21496104000000,10154322000000,9368714000000,6637528000000,1338274000000,3278748000000,2355.22,43.6
8059,2025/03,171373000000,79852000000,70826000000,62792000000,2100000000,-,2499.38,46.5
8060,2024/12,524591000000,383701000000,347637000000,200928000000,1100000000,1699000000,3514.59,73
8061,2025/03,129533000000,47667000000,39793000000,31613000000,11000000,21000000,3921.07,36.3
8062,2023/03,11329801000,2576484000,2243196000,1893762000,2822558000,-,429.41,22.7
8065,2025/03,171143000000,68454000000,57423000000,56376000000,26061000000,6141000000,3247.07,39.8
8066,2025/03,298988000000,192161000000,162283000000,164244000000,6637000000,1673000000,1998.25,55.9
8068,2023/01,88409000000,44725000000,41940000000,32000000000,25817000000,-,2213.61,50.6
8070,2025/03,84593000000,21000000000,17961000000,13096000000,8110000000,2211000000,804.74,24.8
8071,2025/03,29056000000,17496000000,16058055000,10988930000,1150000000,3000000000,8231.56,59.8
8072,2024/03,7326115000,2463642000,1916248000,1296630000,730100000,819000000,3532.62,33.6
8074,2025/03,287635000000,109416000000,104060000000,79637000000,4200000000,2490000000,5175.34,37.8
8075,2025/03,386870000000,92977000000,77210000000,69165000000,45905000000,15350000000,3461.31,23.6
8076,2025/03,87729000000,31695000000,23079858000,21008903000,22900000000,5800014000,3388.51,36.1
8077,2024/10,33680542000,13266638000,9576071000,6438957000,5950000000,6696326000,571.04,39.3
8078,2025/03,1165805000000,389470000000,339695000000,298252000000,81120000000,236520000000,9485.61,32.9
8079,2024/10,89905926000,54169389000,47259088000,41686809000,8830084000,8286731000,3155.96,59.1
8081,2025/03,89081000000,47989000000,45308000000,34688000000,-,-,2153.78,53.9
8084,2025/03,141995000000,89213000000,81721000000,64160000000,1148000000,1468000000,4141.18,62.7
8085,2025/03,56479000000,26700000000,23708000000,20496000000,1200000000,230000000,5153.53,46.3
8086,2025/03,1170564000000,311621000000,178431000000,104783000000,156174000000,309987000000,1547.81,21.6
8088,2025/03,872194000000,397191000000,340559000000,274892000000,24421000000,111619000000,1677.4,44.3
8089,2025/03,171037000000,61661000000,56349000000,19181000000,19230000000,22672000000,4738.87,32.9
8091,2025/03,83098000000,30229000000,25291000000,19855000000,7776000000,8959000000,3625.74,36.4
8093,2025/03,58010000000,29356000000,23914000000,10760000000,6577000000,731000000,2401.86,50.6
8095,2024/11,64595266000,25302132000,22900278000,12229650000,11390984000,3445348000,625.15,39
8097,2025/03,207110000000,120023000000,110092000000,103985000000,300000000,1411000000,1821.79,54.8
8098,2025/03,441972000000,216555000000,169427000000,153617000000,28338000000,20294000000,3827.51,47.1
8101,2025/03,79965000000,30086000000,25624000000,17842000000,12095000000,1014000000,2451.24,37.6
8103,2025/03,74634000000,38908000000,31817000000,25083000000,991000000,521000000,957.03,51.5
8104,2025/03,41243000000,16088000000,15598000000,15350000000,80000000,1694000000,1067.18,38.7
8105,2025/03,3330000000,2675000000,2587590000,-359519000,-,-,47.57,80.3
8107,2025/03,10091000000,1132000000,1132000000,-4774000000,609000000,7068000000,4.43,11.2
8111,2025/03,150877000000,111203000000,106289000000,113468000000,-,-,2489.96,73.2
8113,2024/12,1239973000000,873711000000,773062000000,766342000000,20994000000,5857000000,439.46,62.3
8114,2024/03,150304000000,113733000000,100056000000,71251000000,-,1434000000,1497.51,75.3
8115,2025/03,9934000000,5469000000,5309806000,1608016000,2200000000,123137000,1211.28,55
8117,2025/03,63492000000,55701000000,53173000000,47769000000,-,-,1008.49,87.7
8118,2025/03,25717000000,22475000000,21031000000,13915000000,380000000,-,1405.01,87.4
8119,2025/03,23707000000,13429000000,9965762000,8671347000,3621413000,500000000,1411.75,56.4
8123,2025/03,12407460000,7087704000,6754857000,3319403000,1950000000,195090000,3884.04,57.1
8125,2025/02,146019000000,101921000000,100373000000,73229000000,168000000,403000000,2038.48,68.9
8127,2024/08,24007113000,17348323000,16063397000,6521562000,-,558250000,844.41,72.3
8129,2024/03,773427000000,249437000000,234701000000,209746000000,552000000,6074000000,3969.18,32.2
8130,2025/03,183859000000,113781000000,104692000000,74555000000,9098000000,2000000000,1923.28,61.5
8131,2025/03,185725000000,98689000000,90976000000,84100000000,2020000000,13308000000,1746.75,53.1
8132,2025/03,105934000000,55230000000,52450000000,31821000000,2377000000,1665000000,5074.93,52.1
8133,2025/03,442150000000,202747000000,172285000000,134916000000,1481000000,1000000000,1527.64,39
8135,2025/03,32759000000,14553000000,13519000000,9620000000,47000000,-,743.4,44.4
8136,2025/03,202406000000,107608000000,90508000000,93238000000,6916000000,5023000000,451.06,52.9
8137,2025/03,93078000000,49112000000,41703000000,35915000000,5447000000,3000000000,3235.34,52.8
8138,2025/03,16178000000,8712000000,7133228000,4783882000,720000000,-,9479.12,53.9
8139,2025/03,26243000000,12999000000,13415899000,2298669000,10170000000,129706000,847.71,49.5
8140,2023/03,188188000000,102731000000,95705000000,65358000000,33703000000,-,4383.07,54.6
8141,2025/03,80051000000,52539000000,45707000000,34020000000,2270000000,4300000000,1737.76,64.6
8142,2025/01,88320000000,31119000000,26066000000,16303000000,-,10918000000,2857.12,34.8
8143,2025/02,3041000000,839000000,493544000,-139517000,845087000,680342000,355.02,27.6
8144,2025/03,35726000000,26415000000,24698000000,20214000000,-,1194000000,4367.9,73.9
8145,2025/03,16021000000,13239000000,11845597000,10295963000,-,-,8085.66,82.6
8147,2025/03,18643000000,12208000000,9411017000,9245201000,165080000,-,2312.48,63.8
8150,2025/03,84049000000,40551000000,34668000000,28553000000,24121000000,-,3310.03,48.2
8151,2024/09,39134159000,28127608000,28182273000,25242691000,2000000000,-,1300.5,71.6
8152,2025/03,30972000000,20173000000,16382707000,6857108000,-,1000000000,10408.66,65.1
8153,2025/03,80576000000,54326000000,49155000000,28411000000,295000000,2160000000,1751.7,67.1
8154,2025/03,305671000000,166379000000,142993000000,121553000000,14890000000,5500000000,3162.66,54.4
8155,2024/05,121181000000,81589000000,81385000000,48556000000,-,-,2539.84,67.3
8157,2025/03,80063000000,44629000000,43309000000,31901000000,4607000000,-,2436,55.2
8158,2025/03,73200000000,29535000000,22880000000,16203000000,3165000000,-,1297.09,40.3
8159,2025/03,165416000000,94992000000,82016000000,75741000000,3267000000,7250000000,4134.19,57.4
8160,2025/03,46781000000,30341000000,29709000000,5529000000,7000000000,185000000,1077.41,64.9
8163,2025/03,45944000000,17021000000,16762566000,1322637000,-,5441328000,398.89,35.9
8165,2024/12,25781000000,13444000000,14680000000,-12549000000,620000000,2063000000,287.56,52.2
8166,2025/02,5691000000,1075000000,1065000000,655538000,-,1991353000,57.53,18.7
8167,2025/02,127036000000,84682000000,83234000000,61012000000,6250000000,4728000000,1972.73,66.7
8168,2023/02,79130000000,44413000000,40628000000,16050000000,1100000000,6797000000,761.63,56.1
8173,2025/03,231503000000,104665000000,100587000000,70850000000,-,25072000000,4049.42,45.2
8174,2025/03,156018000000,67446000000,67811000000,62712000000,4000000000,25700000000,618.67,43.2
8179,2024/12,127738000000,50474000000,47782000000,7366000000,-,12850000000,1020.64,39.3
8181,2025/02,10902000000,6692000000,8161334000,430072000,1215000000,1671200000,2605.86,61.4
8182,2024/03,102320000000,56016000000,49066000000,32750000000,-,2214000000,1181.53,53.5
8185,2025/02,79076000000,52031000000,52099000000,44484000000,-,-,1478.54,65.8
8190,2025/03,41827000000,17401000000,15362000000,6643000000,200000000,6214000000,913.81,41.6
8194,2025/02,306027000000,138435000000,135857000000,135807000000,32500000000,25824000000,1600.06,45.2
8198,2025/02,135420000000,88448000000,88172000000,74807000000,-,-,2774.04,65.3
8200,2025/02,29204000000,13647000000,13158797000,2305130000,900000000,4917524000,526.68,46.7
8202,2024/12,44061000000,22991000000,22411000000,7078000000,2700000000,315000000,251.38,52.2
8203,2025/02,83199000000,36058000000,35707000000,20038000000,-,9598000000,1083.17,43.3
8207,2025/03,7541000000,2891000000,2454008000,-8571366000,1515759000,594000000,74.03,38.3
8208,2025/03,34911000000,9039000000,8666000000,2345000000,9136000000,7432000000,1321.91,25.9
8209,2025/03,967000000,-40000000,-130135000,-358440000,110000000,-,-14.09,-4.2
8214,2025/03,232976000000,142140000000,140952000000,98017000000,-,25684000000,1686.62,60.9
8215,2024/03,3819011000,2261675000,2327466000,120453000,-,-,1311.31,59.2
8217,2025/02,128629000000,74527000000,72400000000,44454000000,4850000000,12992000000,1777.21,57.7
8218,2025/03,386661000000,246316000000,245304000000,219570000000,14500000000,8959000000,5193.23,63.7
8219,2025/03,318404000000,181488000000,190317000000,69862000000,25660000000,45564000000,3662.79,55.8
8225,2025/03,4288000000,2253000000,2239052000,553491000,-,717069000,3238.76,52.6
8226,2025/03,11084000000,5385000000,5371016000,1450930000,2983000000,47900000,354.39,48.3
8227,2025/02,567144000000,500976000000,496008000000,461664000000,-,-,6815.66,88.3
8228,2025/03,77087000000,23887000000,21848000000,18467000000,6101000000,12404000000,1174.86,30.2
8230,2025/03,19916000000,12542000000,12211000000,6761000000,1100000000,2485000000,689.48,63
8233,2025/02,1296012000000,500348000000,426695000000,335679000000,37672000000,83818000000,1559.3,36.5
8237,2025/02,76107000000,29200000000,23866000000,11620000000,11805000000,9978000000,532.69,37.1
8242,2025/03,730499000000,313420000000,299257000000,-,-,-,2448.54,41
8244,2025/02,114388000000,38576000000,36114000000,15072000000,4623000000,-,990.01,33.7
8247,2024/02,27602643000,4483184000,2830601000,1730505000,5238897000,3285085000,799.2,16.2
8252,2025/03,1053352000000,246636000000,235306000000,171502000000,91420000000,414900000000,1362.18,23.4
8253,2025/03,4671143000000,719028000000,705678000000,602903000000,-,-,4740.04,15.1
8254,2024/08,11806978000,617190000,675638000,-3364338000,-,8653536000,124.58,5.2
8255,2025/03,135296000000,89294000000,87153000000,71738000000,-,-,994.95,66
8256,2023/03,2896429000,58821000,-1521000,-2403027000,-,1645605000,0.46,0.7
8260,2024/02,45680000000,10966000000,5578000000,4637000000,11333000000,3842000000,969.58,24
8267,2025/02,13833319000000,2121226000000,927734000000,422664000000,427829000000,1479593000000,1218.62,7.6
8273,2025/02,569611000000,299218000000,283180000000,241299000000,24500000000,96232000000,3990.3,50.1
8275,2025/03,42130000000,19704000000,17454664000,11160609000,1325384000,935454000,673.6,41.6
8276,2025/02,307868000000,192026000000,184690000000,155815000000,11350000000,8975000000,3764.46,61.7
8278,2025/02,411808000000,218028000000,211011000000,47415000000,3950000000,38571000000,2513.13,52.9
8279,2025/03,376206000000,185931000000,183341000000,167577000000,900000000,69453000000,4447.91,48.1
8281,2025/03,203959000000,122131000000,119958000000,97427000000,500000000,1982000000,2916.64,59.5
8282,2025/03,422682000000,251258000000,250740000000,201197000000,47800000000,-,1557.86,59.4
8283,2025/03,507048000000,287669000000,275601000000,240395000000,-,-,4664.17,56.7
8285,2025/03,93496000000,47572000000,36316000000,28160000000,14085000000,2464000000,769.49,50.7
8289,2025/02,69723000000,25155000000,24927000000,5444000000,17672000000,12406000000,1095.05,36.1
8291,2025/03,97081000000,56644000000,50958000000,39969000000,-,7930000000,952.84,58.3
8303,2023/03,13694831000000,966506000000,973831000000,390305000000,-,-,4712.33,7
8304,2025/03,7762434000000,459685000000,478040000000,241485000000,-,-,3258.52,5.8
8306,2025/03,413113501000000,21728132000000,16260498000000,14845617000000,-,-,1783.37,5
8308,2025/03,77370816000000,2752815000000,2352504000000,2238761000000,-,-,1188.71,3.5
8309,2025/03,78247102000000,3127317000000,2699917000000,1968136000000,-,-,4354.91,4
8316,2025/03,306282015000000,14841509000000,11209042000000,8290170000000,-,-,3795.62,4.8
8331,2025/03,21631292000000,1145190000000,1029997000000,837898000000,-,-,1618.9,5.2
8334,2025/03,10557174000000,562937000000,535769000000,472175000000,-,-,1472.16,5.3
8336,2025/03,5474957000000,267974000000,255841000000,172537000000,-,-,8098.85,4.8
8337,2025/03,3246846000000,174790000000,158948000000,92183000000,-,-,2967.03,5.2
8338,2025/03,2889878000000,91745000000,121345000000,42069000000,-,-,1114.13,3.1
8341,2025/03,10422756000000,573945000000,500788000000,462009000000,-,-,7735.85,5.5
8343,2025/03,3460341000000,157094000000,158570000000,136197000000,-,-,8828.14,4.5
8344,2025/03,3164251000000,136002000000,153680000000,132228000000,-,-,4295.28,4.3
8345,2025/03,3802787000000,184658000000,186377000000,173126000000,-,-,10733.4,4.8
8346,2025/03,6653240000000,197234000000,200408000000,164248000000,-,-,789.87,2.9
8349,2025/03,1009613000000,35376000000,41052000000,15890000000,-,-,3742.55,3.5
8354,2025/03,32262623000000,929593000000,944074000000,680851000000,-,-,4914.53,2.8
8355,2023/03,15535390000000,1049759000000,820716000000,674987000000,-,-,1763.92,6.8
8358,2025/03,3462268000000,295818000000,280503000000,263807000000,-,-,1609.96,8.5
8359,2025/03,13515316000000,967658000000,663715000000,579909000000,-,-,2087.32,7.1
8360,2025/03,4527011000000,213241000000,206267000000,183559000000,-,-,6957.84,4.6
8361,2025/03,6541899000000,318525000000,287120000000,198369000000,-,-,7647.89,4.8
8362,2025/03,4286795000000,136450000000,128879000000,101664000000,-,-,5759.77,3.1
8363,2023/03,5579323000000,199593000000,187352000000,149388000000,-,-,7151.82,3.6
8364,2025/03,1807263000000,73250000000,81634000000,63934000000,-,-,6364.61,4
8365,2025/03,548418000000,29352000000,27379000000,14599000000,-,-,5339.36,5.1
8366,2025/03,7528217000000,444811000000,321698000000,284546000000,-,-,9652.58,5.9
8367,2025/03,6853227000000,277795000000,286149000000,218089000000,-,-,8845.47,4
